Frame,Time,X (cm),Y (cm),Z (cm)
934.0,3.11,20.524,49.7748,61.2906
935.0,3.11333,20.5222,49.8279,61.464999999999996
936.0,3.11667,20.5124,49.8857,61.62910000000001
937.0,3.12,20.5128,49.9283,61.7966
938.0,3.12333,20.508699999999997,49.9802,61.981700000000004
939.0,3.12667,20.496299999999998,50.0366,62.1346
940.0,3.13,20.4955,50.0843,62.3202
941.0,3.13333,20.4821,50.1372,62.4831
942.0,3.13667,20.4784,50.1719,62.657799999999995
943.0,3.14,20.4732,50.230399999999996,62.82899999999999
944.0,3.14333,20.462,50.288799999999995,62.9988
945.0,3.14667,20.465,50.3314,63.1691
946.0,3.15,20.4559,50.382400000000004,63.3377
947.0,3.15333,20.4447,50.4302,63.5203
948.0,3.15667,20.4429,50.4757,63.678200000000004
949.0,3.16,20.438200000000002,50.527699999999996,63.855999999999995
950.0,3.16333,20.4311,50.5658,64.0283
951.0,3.16667,20.4251,50.617200000000004,64.1944
952.0,3.17,20.4083,50.6727,64.3755
953.0,3.17333,20.409,50.7136,64.5437
954.0,3.17667,20.4054,50.759,64.7087
955.0,3.18,20.3901,50.804500000000004,64.8966
956.0,3.18333,20.386400000000002,50.8609,65.0538
957.0,3.18667,20.377000000000002,50.8956,65.2401
958.0,3.19,20.3688,50.9447,65.4037
959.0,3.19333,20.374100000000002,50.990899999999996,65.5784
960.0,3.19667,20.3519,51.0413,65.7461
961.0,3.2,20.3487,51.080200000000005,65.928
962.0,3.20333,20.3394,51.1165,66.0906
963.0,3.20667,20.333000000000002,51.1745,66.2696
964.0,3.21,20.321,51.216899999999995,66.4431
965.0,3.21333,20.3178,51.2599,66.6108
966.0,3.21667,20.3062,51.299699999999994,66.7903
967.0,3.22,20.3019,51.345299999999995,66.9587
968.0,3.22333,20.2865,51.38440000000001,67.1276
969.0,3.22667,20.2837,51.4294,67.3059
970.0,3.23,20.2825,51.466899999999995,67.4787
971.0,3.23333,20.2636,51.5061,67.6495
972.0,3.23667,20.259999999999998,51.5625,67.8249
973.0,3.24,20.2467,51.5886,67.9955
974.0,3.24333,20.240199999999998,51.6312,68.17240000000001
975.0,3.24667,20.2303,51.6675,68.3497
976.0,3.25,20.2231,51.7193,68.5154
977.0,3.25333,20.2149,51.756600000000006,68.6875
978.0,3.25667,20.2133,51.7993,68.8693
979.0,3.26,20.2088,51.8352,69.0359
980.0,3.26333,20.197300000000002,51.878,69.2092
981.0,3.26667,20.1894,51.91369999999999,69.3856
982.0,3.27,20.1725,51.942499999999995,69.563
983.0,3.27333,20.162,51.97670000000001,69.7394
984.0,3.27667,20.1575,52.017399999999995,69.90599999999999
985.0,3.28,20.1447,52.057100000000005,70.0867
986.0,3.28333,20.1271,52.102599999999995,70.25460000000001
987.0,3.28667,20.1233,52.132799999999996,70.4362
988.0,3.29,20.1088,52.16609999999999,70.60130000000001
989.0,3.29333,20.1012,52.2059,70.7825
990.0,3.29667,20.0855,52.242200000000004,70.9486
991.0,3.3,20.074,52.2718,71.12910000000001
992.0,3.30333,20.0699,52.306200000000004,71.3024
993.0,3.30667,20.0628,52.3403,71.4722
994.0,3.31,20.055500000000002,52.3848,71.652
995.0,3.31333,20.051499999999997,52.4076,71.8232
996.0,3.31667,20.037200000000002,52.4433,71.9956
997.0,3.32,20.0209,52.47430000000001,72.1748
998.0,3.32333,20.013399999999997,52.510000000000005,72.3494
999.0,3.32667,19.9984,52.5292,72.519
1000.0,3.33,19.994999999999997,52.5687,72.6963
1001.0,3.33333,19.9897,52.5933,72.87440000000001
1002.0,3.33667,19.9757,52.6198,73.0415
1003.0,3.34,19.9541,52.657799999999995,73.2215
1004.0,3.34333,19.946,52.6827,73.396
1005.0,3.34667,19.926,52.70890000000001,73.57390000000001
1006.0,3.35,19.9146,52.7379,73.744
1007.0,3.35333,19.909100000000002,52.7544,73.9159
1008.0,3.35667,19.8856,52.796299999999995,74.09299999999999
1009.0,3.36,19.8791,52.8137,74.2736
1010.0,3.36333,19.8625,52.8378,74.44239999999999
1011.0,3.36667,19.846,52.8669,74.6172
1012.0,3.37,19.841900000000003,52.888099999999994,74.7938
1013.0,3.37333,19.831899999999997,52.9148,74.9635
1014.0,3.37667,19.8157,52.946400000000004,75.14750000000001
1015.0,3.38,19.808799999999998,52.9602,75.3168
1016.0,3.38333,19.799799999999998,52.9803,75.4991
1017.0,3.38667,19.775,53.018299999999996,75.6667
1018.0,3.39,19.7699,53.0317,75.8511
1019.0,3.39333,19.7584,53.0588,76.0143
1020.0,3.39667,19.7376,53.075300000000006,76.2062
1021.0,3.4,19.727600000000002,53.0921,76.3647
1022.0,3.40333,19.7148,53.1059,76.5522
1023.0,3.40667,19.694499999999998,53.137699999999995,76.7178
1024.0,3.41,19.683,53.153099999999995,76.902
1025.0,3.41333,19.6767,53.1836,77.0756
1026.0,3.41667,19.6552,53.1952,77.2511
1027.0,3.42,19.6513,53.206100000000006,77.42859999999999
1028.0,3.42333,19.634999999999998,53.2278,77.6079
1029.0,3.42667,19.6191,53.2533,77.77680000000001
1030.0,3.43,19.6105,53.267100000000006,77.9604
1031.0,3.43333,19.605,53.2888,78.1335
1032.0,3.43667,19.582900000000002,53.2996,78.3133
1033.0,3.44,19.5697,53.3103,78.4903
1034.0,3.44333,19.5642,53.334199999999996,78.6626
1035.0,3.44667,19.54,53.354600000000005,78.8408
1036.0,3.45,19.5298,53.3692,79.02619999999999
1037.0,3.45333,19.5173,53.368700000000004,79.1933
1038.0,3.45667,19.5041,53.3851,79.3749
1039.0,3.46,19.486600000000003,53.3944,79.5564
1040.0,3.46333,19.4818,53.399,79.7244
1041.0,3.46667,19.465600000000002,53.4259,79.9152
1042.0,3.47,19.4501,53.4378,80.0856
1043.0,3.47333,19.4332,53.4403,80.2634
1044.0,3.47667,19.4177,53.45399999999999,80.44160000000001
1045.0,3.48,19.4043,53.464,80.6229
1046.0,3.48333,19.398699999999998,53.473699999999994,80.7903
1047.0,3.48667,19.3792,53.48440000000001,80.9792
1048.0,3.49,19.3612,53.498599999999996,81.15270000000001
1049.0,3.49333,19.3478,53.50019999999999,81.3334
1050.0,3.49667,19.3444,53.5082,81.50789999999999
1051.0,3.5,19.3306,53.51219999999999,81.6885
1052.0,3.50333,19.3155,53.5203,81.8733
1053.0,3.50667,19.3016,53.5216,82.039
1054.0,3.51,19.286,53.528099999999995,82.2286
1055.0,3.51333,19.2655,53.5351,82.3965
1056.0,3.51667,19.2582,53.53920000000001,82.5792
1057.0,3.52,19.2457,53.5553,82.751
1058.0,3.52333,19.223599999999998,53.54690000000001,82.9284
1059.0,3.52667,19.2154,53.5606,83.108
1060.0,3.53,19.206899999999997,53.5577,83.2859
1061.0,3.53333,19.189500000000002,53.571299999999994,83.45410000000001
1062.0,3.53667,19.1689,53.572,83.63289999999999
1063.0,3.54,19.1586,53.57770000000001,83.8139
1064.0,3.54333,19.1399,53.5763,83.9836
1065.0,3.54667,19.124000000000002,53.582100000000004,84.17229999999999
1066.0,3.55,19.111600000000003,53.5809,84.3331
1067.0,3.55333,19.0961,53.5724,84.5125
1068.0,3.55667,19.0839,53.5841,84.6932
1069.0,3.56,19.0597,53.587300000000006,84.8678
1070.0,3.56333,19.0553,53.58239999999999,85.0414
1071.0,3.56667,19.0272,53.5746,85.2208
1072.0,3.57,19.0171,53.583600000000004,85.39500000000001
1073.0,3.57333,19.0013,53.5788,85.5633
1074.0,3.57667,18.9964,53.5715,85.7436
1075.0,3.58,18.9762,53.5669,85.9266
1076.0,3.58333,18.9572,53.5696,86.0971
1077.0,3.58667,18.9494,53.5717,86.2757
1078.0,3.59,18.93,53.5622,86.4486
1079.0,3.59333,18.912100000000002,53.559400000000004,86.6272
1080.0,3.59667,18.8878,53.556,86.8026
1081.0,3.6,18.8824,53.545899999999996,86.9727
1082.0,3.60333,18.8685,53.5424,87.1523
1083.0,3.60667,18.8418,53.5366,87.3271
1084.0,3.61,18.8325,53.52329999999999,87.4989
1085.0,3.61333,18.8128,53.52329999999999,87.682
1086.0,3.61667,18.7972,53.5202,87.8492
1087.0,3.62,18.770599999999998,53.519000000000005,88.02590000000001
1088.0,3.62333,18.7555,53.5098,88.2009
1089.0,3.62667,18.7377,53.4975,88.3783
1090.0,3.63,18.718,53.4913,88.5555
1091.0,3.63333,18.6966,53.474599999999995,88.7277
1092.0,3.63667,18.6857,53.459900000000005,88.9108
1093.0,3.64,18.669999999999998,53.4573,89.0801
1094.0,3.64333,18.645,53.4508,89.2586
1095.0,3.64667,18.6191,53.4408,89.43339999999999
1096.0,3.65,18.6011,53.427,89.6048
1097.0,3.65333,18.581,53.4252,89.7912
1098.0,3.65667,18.5581,53.4029,89.9582
1099.0,3.66,18.542099999999998,53.387699999999995,90.1403
1100.0,3.66333,18.529,53.381600000000006,90.3095
1101.0,3.66667,18.506700000000002,53.363,90.4887
1102.0,3.67,18.4816,53.358000000000004,90.6643
1103.0,3.67333,18.4578,53.334500000000006,90.8336
1104.0,3.67667,18.4343,53.324,91.0208
1105.0,3.68,18.4049,53.32190000000001,91.1988
1106.0,3.68333,18.3816,53.2972,91.376
1107.0,3.68667,18.3675,53.2889,91.5522
1108.0,3.69,18.348599999999998,53.2687,91.7288
1109.0,3.69333,18.3303,53.2561,91.9149
1110.0,3.69667,18.3054,53.2394,92.08529999999999
1111.0,3.7,18.285,53.222,92.2665
1112.0,3.70333,18.250999999999998,53.210699999999996,92.4401
1113.0,3.70667,18.229599999999998,53.1878,92.6211
1114.0,3.71,18.214,53.1707,92.7982
1115.0,3.71333,18.1886,53.155899999999995,92.97999999999999
1116.0,3.71667,18.1625,53.13099999999999,93.1698
1117.0,3.72,18.1391,53.116099999999996,93.3449
1118.0,3.72333,18.1132,53.0903,93.52329999999999
1119.0,3.72667,18.076900000000002,53.0726,93.7022
1120.0,3.73,18.0546,53.05890000000001,93.8815
1121.0,3.73333,18.0398,53.0333,94.0626
1122.0,3.73667,18.0129,53.0194,94.23479999999999
1123.0,3.74,17.982599999999998,52.991200000000006,94.4171
1124.0,3.74333,17.9577,52.9773,94.59700000000001
1125.0,3.74667,17.9313,52.946799999999996,94.77770000000001
1126.0,3.75,17.8933,52.9308,94.9528
1127.0,3.75333,17.871199999999998,52.927499999999995,95.1326
1128.0,3.75667,17.8432,52.9014,95.3087
1129.0,3.76,17.8131,52.877599999999994,95.5
1130.0,3.76333,17.7913,52.8538,95.6705
1131.0,3.76667,17.7583,52.8301,95.8579
1132.0,3.77,17.728,52.8092,96.04260000000001
1133.0,3.77333,17.7059,52.7745,96.2117
1134.0,3.77667,17.6719,52.7461,96.401
1135.0,3.78,17.644399999999997,52.725199999999994,96.576
1136.0,3.78333,17.6237,52.68730000000001,96.75890000000001
1137.0,3.78667,17.5973,52.659299999999995,96.9426
1138.0,3.79,17.5643,52.6337,97.1187
1139.0,3.79333,17.5309,52.615300000000005,97.304
1140.0,3.79667,17.5035,52.5837,97.48060000000001
1141.0,3.8,17.473300000000002,52.564800000000005,97.662
1142.0,3.80333,17.4451,52.5264,97.849
1143.0,3.80667,17.4082,52.505700000000004,98.0285
1144.0,3.81,17.387,52.4843,98.2033
1145.0,3.81333,17.3608,52.451800000000006,98.385
1146.0,3.81667,17.3229,52.423,98.57079999999999
1147.0,3.82,17.291900000000002,52.3952,98.75489999999999
1148.0,3.82333,17.271700000000003,52.361000000000004,98.9273
1149.0,3.82667,17.2374,52.338,99.1076
1150.0,3.83,17.2172,52.2999,99.2975
1151.0,3.83333,17.1853,52.278200000000005,99.47970000000001
1152.0,3.83667,17.1529,52.2351,99.6609
1153.0,3.84,17.1251,52.2017,99.8408
1154.0,3.84333,17.0916,52.1739,100.023
1155.0,3.84667,17.0574,52.1376,100.1962
1156.0,3.85,17.0381,52.099000000000004,100.3885
1157.0,3.85333,17.0105,52.063199999999995,100.5698
1158.0,3.85667,16.976300000000002,52.0355,100.7476
1159.0,3.86,16.9397,52.005700000000004,100.9345
1160.0,3.86333,16.912100000000002,51.9769,101.1138
1161.0,3.86667,16.884,51.9388,101.303
1162.0,3.87,16.8615,51.8995,101.4813
1163.0,3.87333,16.8233,51.87050000000001,101.6666
1164.0,3.87667,16.7887,51.832100000000004,101.8515
1165.0,3.88,16.7625,51.7856,102.0281
1166.0,3.88333,16.733,51.7598,102.2148
1167.0,3.88667,16.7076,51.7196,102.3982
1168.0,3.89,16.6707,51.68150000000001,102.58430000000001
1169.0,3.89333,16.6598,51.6392,102.76230000000001
1170.0,3.89667,16.619999999999997,51.600199999999994,102.94749999999999
1171.0,3.9,16.5834,51.559400000000004,103.13119999999999
1172.0,3.90333,16.5563,51.520799999999994,103.31320000000001
1173.0,3.90667,16.5298,51.4693,103.49570000000001
1174.0,3.91,16.5079,51.435199999999995,103.6816
1175.0,3.91333,16.4814,51.401599999999995,103.8607
1176.0,3.91667,16.436600000000002,51.357000000000006,104.04690000000001
1177.0,3.92,16.4191,51.3255,104.21759999999999
1178.0,3.92333,16.395,51.283500000000004,104.407
1179.0,3.92667,16.3589,51.235,104.5943
1180.0,3.93,16.337899999999998,51.191,104.7689
1181.0,3.93333,16.301099999999998,51.1524,104.9532
1182.0,3.93667,16.2818,51.1098,105.13340000000001
1183.0,3.94,16.2534,51.0732,105.31969999999998
1184.0,3.94333,16.2284,51.0199,105.4997
1185.0,3.94667,16.202099999999998,50.9815,105.6933
1186.0,3.95,16.169,50.9305,105.86359999999999
1187.0,3.95333,16.1417,50.8859,106.0414
1188.0,3.95667,16.1218,50.8472,106.2396
1189.0,3.96,16.089599999999997,50.7955,106.41869999999999
1190.0,3.96333,16.0721,50.761399999999995,106.59760000000001
1191.0,3.96667,16.0413,50.7073,106.7868
1192.0,3.97,16.0111,50.6636,106.9547
1193.0,3.97333,15.987,50.6164,107.1401
1194.0,3.97667,15.9596,50.5597,107.3267
1195.0,3.98,15.9368,50.5233,107.51579999999998
1196.0,3.98333,15.915000000000001,50.4736,107.6892
1197.0,3.98667,15.8823,50.4219,107.87270000000001
1198.0,3.99,15.8646,50.3664,108.0528
1199.0,3.99333,15.838,50.3278,108.2299
1200.0,3.99667,15.8108,50.2763,108.41669999999999
1201.0,4.0,15.7898,50.2228,108.6021
1202.0,4.00333,15.7673,50.1777,108.78309999999999
1203.0,4.00667,15.751499999999998,50.126,108.9639
1204.0,4.01,15.7238,50.0729,109.15619999999998
1205.0,4.01333,15.6918,50.0262,109.3228
1206.0,4.01667,15.675999999999998,49.974000000000004,109.50399999999999
1207.0,4.02,15.653899999999998,49.9259,109.6978
1208.0,4.02333,15.641300000000001,49.8668,109.8703
1209.0,4.02667,15.611099999999999,49.8257,110.05319999999999
1210.0,4.03,15.5862,49.7701,110.23710000000001
1211.0,4.03333,15.5745,49.708999999999996,110.42519999999999
1212.0,4.03667,15.545599999999999,49.6618,110.59459999999999
1213.0,4.04,15.5328,49.613299999999995,110.7721
1214.0,4.04333,15.5119,49.5583,110.95689999999999
1215.0,4.04667,15.493,49.4995,111.1356
1216.0,4.05,15.4766,49.4456,111.3285
1217.0,4.05333,15.4469,49.384,111.5089
1218.0,4.05667,15.434000000000001,49.340199999999996,111.6831
1219.0,4.06,15.4179,49.28,111.8613
1220.0,4.06333,15.3982,49.2174,112.04570000000001
1221.0,4.06667,15.382499999999999,49.1677,112.22149999999999
1222.0,4.07,15.3589,49.0986,112.40899999999999
1223.0,4.07333,15.350999999999999,49.0486,112.6016
1224.0,4.07667,15.333099999999998,48.990899999999996,112.77349999999998
1225.0,4.08,15.3185,48.923,112.9523
1226.0,4.08333,15.3036,48.8652,113.1368
1227.0,4.08667,15.2895,48.793099999999995,113.31890000000001
1228.0,4.09,15.2767,48.7397,113.4902
1229.0,4.09333,15.26,48.6865,113.676
1230.0,4.09667,15.2405,48.6184,113.86780000000002
1231.0,4.1,15.234399999999999,48.561,114.0515
1232.0,4.10333,15.209999999999999,48.4888,114.22550000000001
1233.0,4.10667,15.2062,48.431,114.4108
1234.0,4.11,15.1962,48.3757,114.5898
1235.0,4.11333,15.169300000000002,48.316199999999995,114.76520000000001
1236.0,4.11667,15.165899999999999,48.2508,114.96340000000001
1237.0,4.12,15.1407,48.179199999999994,115.1413
1238.0,4.12333,15.1294,48.1299,115.3167
1239.0,4.12667,15.1232,48.0726,115.50450000000001
1240.0,4.13,15.109100000000002,47.9971,115.68730000000001
1241.0,4.13333,15.102799999999998,47.936099999999996,115.8749
1242.0,4.13667,15.087299999999999,47.8547,116.0426
1243.0,4.14,15.0826,47.794,116.2295
1244.0,4.14333,15.0686,47.7255,116.40920000000001
1245.0,4.14667,15.053,47.6626,116.582
1246.0,4.15,15.055699999999998,47.5937,116.7841
1247.0,4.15333,15.0292,47.5239,116.95899999999999
1248.0,4.15667,15.024899999999999,47.4655,117.13309999999998
1249.0,4.16,15.022,47.392700000000005,117.3167
1250.0,4.16333,15.001499999999998,47.3218,117.5011
1251.0,4.16667,15.002199999999998,47.256099999999996,117.68469999999999
1252.0,4.17,14.9906,47.1946,117.86110000000001
1253.0,4.17333,14.9809,47.1239,118.04870000000001
1254.0,4.17667,14.9659,47.0467,118.237
1255.0,4.18,14.962799999999998,46.9697,118.4078
1256.0,4.18333,14.959299999999999,46.9117,118.5944
1257.0,4.18667,14.953100000000001,46.839999999999996,118.7796
1258.0,4.19,14.9493,46.763600000000004,118.9497
1259.0,4.19333,14.9363,46.6881,119.1413
1260.0,4.19667,14.924299999999999,46.611900000000006,119.31700000000001
1261.0,4.2,14.9172,46.5539,119.49770000000001
1262.0,4.20333,14.899600000000001,46.4682,119.68199999999999
1263.0,4.20667,14.899600000000001,46.404700000000005,119.8549
1264.0,4.21,14.8894,46.3198,120.03659999999999
1265.0,4.21333,14.880600000000001,46.251799999999996,120.2222
1266.0,4.21667,14.8816,46.1763,120.4
1267.0,4.22,14.8737,46.0974,120.58699999999999
1268.0,4.22333,14.8768,46.023700000000005,120.77170000000001
1269.0,4.22667,14.862100000000002,45.9533,120.94760000000001
1270.0,4.23,14.857099999999999,45.8831,121.128
1271.0,4.23333,14.8459,45.800599999999996,121.30160000000001
1272.0,4.23667,14.8619,45.7393,121.4913
1273.0,4.24,14.848400000000002,45.6687,121.66890000000001
1274.0,4.24333,14.831299999999999,45.5768,121.8431
1275.0,4.24667,14.8349,45.4962,122.0124
1276.0,4.25,14.829699999999999,45.415499999999994,122.205
1277.0,4.25333,14.829400000000001,45.348200000000006,122.3923
1278.0,4.25667,14.8263,45.2758,122.5606
1279.0,4.26,14.8282,45.1927,122.74690000000001
1280.0,4.26333,14.819999999999999,45.1223,122.93409999999999
1281.0,4.26667,14.809299999999999,45.045,123.1002
1282.0,4.27,14.821100000000001,44.9624,123.2847
1283.0,4.27333,14.837100000000001,44.887299999999996,123.4702
1284.0,4.27667,14.8036,44.7901,123.63320000000002
1285.0,4.28,14.8132,44.728500000000004,123.8136
1286.0,4.28333,14.793000000000001,44.6462,124.0001
1287.0,4.28667,14.792599999999998,44.5569,124.1857
1288.0,4.29,14.7998,44.492399999999996,124.3604
1289.0,4.29333,14.790199999999999,44.4079,124.53209999999999
1290.0,4.29667,14.7947,44.3218,124.71520000000001
1291.0,4.3,14.7994,44.237700000000004,124.8937
1292.0,4.30333,14.8066,44.1635,125.0808
1293.0,4.30667,14.790299999999998,44.0794,125.2417
1294.0,4.31,14.7786,43.9958,125.4183
1295.0,4.31333,14.788300000000001,43.9183,125.59960000000001
1296.0,4.31667,14.774899999999999,43.843599999999995,125.7761
1297.0,4.32,14.773599999999998,43.7606,125.9538
1298.0,4.32333,14.764500000000002,43.6627,126.131
1299.0,4.32667,14.796199999999999,43.595299999999995,126.3164
1300.0,4.33,14.7915,43.5204,126.49010000000001
1301.0,4.33333,14.7818,43.4246,126.6633
1302.0,4.33667,14.787,43.348200000000006,126.8415
1303.0,4.34,14.7684,43.2672,127.026
1304.0,4.34333,14.7875,43.1863,127.18589999999999
1305.0,4.34667,14.7978,43.097699999999996,127.36479999999999
1306.0,4.35,14.793600000000001,43.0052,127.55
1307.0,4.35333,14.8192,42.9417,127.72370000000001
1308.0,4.35667,14.7775,42.847699999999996,127.90650000000001
1309.0,4.36,14.787200000000002,42.7793,128.1053
1310.0,4.36333,14.7833,42.6927,128.2764
1311.0,4.36667,14.797300000000002,42.6203,128.4521
1312.0,4.37,14.7922,42.5152,128.6345
1313.0,4.37333,14.7982,42.4347,128.8123
1314.0,4.37667,14.8154,42.3692,128.9925
1315.0,4.38,14.7844,42.2765,129.1548
1316.0,4.38333,14.7912,42.189800000000005,129.3405
1317.0,4.38667,14.8094,42.1118,129.5378
1318.0,4.39,14.7975,42.0229,129.70329999999998
1319.0,4.39333,14.8105,41.9369,129.8727
1320.0,4.39667,14.837200000000001,41.8519,130.0599
1321.0,4.4,14.815000000000001,41.7732,130.22840000000002
1322.0,4.40333,14.8286,41.6979,130.4069
1323.0,4.40667,14.8065,41.591,130.5653
1324.0,4.41,14.8083,41.5098,130.7414
1325.0,4.41333,14.8251,41.4189,130.9162
1326.0,4.41667,14.821700000000002,41.3406,131.1021
1327.0,4.42,14.8228,41.2624,131.26839999999999
1328.0,4.42333,14.8282,41.1822,131.447
1329.0,4.42667,14.836500000000001,41.0866,131.6133
1330.0,4.43,14.8495,40.9933,131.7858
1331.0,4.43333,14.855500000000001,40.9095,131.95909999999998
1332.0,4.43667,14.8423,40.821,132.1359
1333.0,4.44,14.8328,40.7242,132.28209999999999
1334.0,4.44333,14.8602,40.663799999999995,132.4296
1335.0,4.44667,14.8843,40.584199999999996,132.5924
1336.0,4.45,14.8716,40.4861,132.7385
1337.0,4.45333,14.8846,40.3863,132.8849
1338.0,4.45667,14.894300000000001,40.3142,133.05689999999998
1339.0,4.46,14.875399999999999,40.2267,133.1889
1340.0,4.46333,14.891300000000001,40.144,133.33610000000002
1341.0,4.46667,14.8963,40.0537,133.4615
1342.0,4.47,14.8981,39.953199999999995,133.6087
1343.0,4.47333,14.9025,39.8692,133.7466
1344.0,4.47667,14.886000000000001,39.7896,133.88219999999998
1345.0,4.48,14.9042,39.7161,134.007
1346.0,4.48333,14.9147,39.6152,134.1257
1347.0,4.48667,14.8877,39.5184,134.2691
1348.0,4.49,14.925999999999998,39.4448,134.3686
1349.0,4.49333,14.921000000000001,39.3575,134.4804
1350.0,4.49667,14.912799999999999,39.2577,134.6095
1351.0,4.5,14.932400000000001,39.1901,134.6877
1352.0,4.50333,14.943000000000001,39.0965,134.80519999999999
1353.0,4.50667,14.919900000000002,39.0101,134.9232
1354.0,4.51,14.9351,38.9267,134.9939
1355.0,4.51333,14.938999999999998,38.8426,135.08440000000002
1356.0,4.51667,14.9415,38.7414,135.1837
1357.0,4.52,14.9481,38.6632,135.25029999999998
1358.0,4.52333,14.937999999999999,38.581599999999995,135.34359999999998
1359.0,4.52667,14.952000000000002,38.4942,135.3999
1360.0,4.53,14.9542,38.4127,135.4723
1361.0,4.53333,14.9712,38.3194,135.55239999999998
1362.0,4.53667,14.9573,38.2413,135.6074
1363.0,4.54,14.9596,38.1627,135.6635
1364.0,4.54333,14.9699,38.0674,135.7282
1365.0,4.54667,14.9669,37.9751,135.78119999999998
1366.0,4.55,14.975200000000001,37.894099999999995,135.8084
1367.0,4.55333,14.968399999999999,37.8041,135.86690000000002
1368.0,4.55667,14.9882,37.7293,135.8955
1369.0,4.56,14.9743,37.6408,135.9452
1370.0,4.56333,14.985,37.5572,135.94310000000002
1371.0,4.56667,14.9893,37.462,135.9835
1372.0,4.57,15.0023,37.3883,135.9876
1373.0,4.57333,14.998099999999999,37.2961,136.0267
1374.0,4.57667,14.9994,37.2164,136.0067
1375.0,4.58,15.012899999999998,37.1314,136.0153
1376.0,4.58333,15.029599999999999,37.0422,136.0046
1377.0,4.58667,15.0191,36.963499999999996,136.01489999999998
1378.0,4.59,15.0308,36.869099999999996,136.0196
1379.0,4.59333,15.0344,36.7863,135.9932
