X (m),Y (m),Z (m)
9799.388855421685,1889.9771971496439,50.54065500889151
9801.112153614458,1889.967915220172,50.675032602252514
9801.697424698794,1889.9307875022844,50.81957320687611
9802.998027108433,1889.8565320665086,50.98895672791938
9804.29862951807,1889.5409464644622,51.25432424422051
9805.111506024095,1889.8843778549247,51.44516301126259
9805.20905120482,1890.1071441622514,51.69133372851215
9805.696777108433,1890.3299104695784,51.92959988144635
9807.290015060242,1890.3484743285221,52.14528156490811
9808.460557228915,1891.2581034167736,52.385806164789564
9809.826189759036,1891.6850721724834,52.65907824540605
9811.126792168674,1891.6757902430113,52.89960284528749
9812.654999999999,1891.8985565503385,53.144644339063426
9813.077695783131,1891.8521469029783,53.42017486662714
9813.532906626506,1892.0841951397774,53.68780082987551
9812.32984939759,1891.8057372556189,53.96220213396562
9810.996731927711,1891.9078384798102,54.208372851215174
9810.216370481929,1892.186296363969,54.5934380557202
9809.761159638554,1892.5111638954872,54.85767634854772
9807.875286144577,1893.1980266764117,55.16482513337284
9807.387560240963,1893.94986296364,55.50697984588026
9805.89186746988,1894.2932943541025,55.78138114997036
9805.144021084338,1894.6552896035084,56.114502074688794
9804.168569277108,1895.6391741275354,56.41713396561944
9804.461204819276,1896.4652658505393,56.767193242442204
9803.810903614458,1897.374894938791,57.122898636633074
9804.331144578313,1897.922528777636,57.53506520450504
9804.038509036145,1898.562981911201,57.90432128037937
9802.120120481926,1899.853170107802,58.32213396561945
9799.8765813253,1900.846336561301,58.730912863070536
9797.307891566265,1901.0505390096841,59.12839952578541
9794.576626506025,1901.0319751507402,59.53153230586841
9793.243509036143,1902.6655947378038,59.99112625963248
9793.276024096385,1904.0207564407092,60.42926496739775
9796.885195783132,1904.1228576649005,60.966775340841735
9796.007289156627,1905.3109446373105,61.56978067575579
9792.950873493975,1907.0002558012063,62.10051570835803
9790.317153614458,1908.234752420976,62.58834024896265
9789.894457831324,1909.617759912297,63.08858624777712
9787.68343373494,1910.7037456605156,63.638518079430945
9785.569954819277,1912.3652110359951,64.21668049792532
9784.431927710844,1913.9802667641152,64.88743924125667
9783.228870481928,1915.3725561849083,65.50851215174866
9781.180421686746,1917.0618673488036,66.10812981624184
9777.051009036144,1918.7047688653395,66.75065797273265
9771.88111445783,1920.4590535355385,67.34011262596324
9768.304457831324,1922.5753334551437,67.97134854771784
9768.889728915663,1925.5919605335284,68.65452874925903
9769.084819277108,1927.1606066142886,69.42014226437462
9762.38671686747,1928.0702357025402,70.03105216360403
9756.859156626504,1929.462525123333,70.79214878482514
9752.697228915664,1932.265667823863,71.54082394783639
9748.795421686746,1934.6789694865708,72.33240960284529
9744.698524096386,1936.5539192399053,73.02688203912271
9740.43905120482,1939.4220354467386,73.77442797866033
9735.009036144578,1941.7053900968392,74.60214878482513
9731.36734939759,1944.0258724648277,75.37340841730884
9726.782725903615,1946.1792801023207,76.21693835210434
9721.645346385541,1949.2701626164812,77.05143449911084
9716.312876506023,1951.54423533711,77.878026081802
9712.50861445783,1953.7997441987945,78.62331357439243
9706.298237951807,1957.7352822949024,79.59218731475991
9702.07128012048,1960.9004202448386,80.47862774155305
9695.27563253012,1963.5086424264573,81.26795494961469
9688.122319277109,1965.8569705828615,82.15100770598696
9682.302123493975,1969.3191302759,83.12778601066982
9676.091746987951,1972.0016078932945,84.0119679905157
9668.873403614458,1974.9254156769598,84.99665085951392
9659.5415813253,1977.9234788964006,85.88534973325429
9651.38030120482,1981.877580851453,86.80002074688797
9647.185858433735,1984.987027224557,87.764377593361
9637.91906626506,1988.9225653206656,88.74002667457023
9630.147966867471,1991.4843778549246,89.70890041493776
9622.344352409638,1995.3642243742008,90.7410106698281
9616.62170180723,1999.095560021926,91.65003556609365
9608.23281626506,2003.0032523296186,92.5997125074096
9598.673388554216,2006.261209574274,93.74474510966212
9591.585105421686,2009.574858395761,94.74636633076467
9582.188253012047,2012.786405993057,95.7931564908121
9572.596310240962,2015.9329800840492,96.76541790160046
9560.69579819277,2020.0820025580122,97.87996147006521
9554.908117469879,2024.305280467751,98.91658861885001
9544.698388554218,2028.4914306596022,100.09211025489034
9534.74878012048,2031.9721542115842,101.02597806757558
9524.083840361445,2036.3253791339305,102.17552756372258
9520.962394578313,2038.803654302942,103.42331950207469
9513.191295180723,2042.200840489677,104.44865441612329
9500.282816265058,2047.528668006578,105.57674866627148
9488.83751506024,2052.513064133017,106.6438648488441
9479.765813253012,2056.689932395396,107.8035773562537
9470.23890060241,2059.706559473781,109.01636336692353
9458.533478915662,2064.291832632926,110.18849733254298
9445.527454819277,2068.468700895304,111.29061944279786
9435.090120481927,2072.48777635666,112.40403378778898
9424.00248493976,2077.7691942262018,113.70715767634854
9415.158388554217,2082.549387904258,114.77653230586841
9403.030271084337,2087.64516718436,116.07965619442797
9392.235271084337,2092.026237895122,117.12531713100178
9381.797936746987,2096.119568792253,118.53007113218732
9368.824427710842,2100.8440708934777,119.62428867812685
9356.826370481927,2105.949132103052,120.82013633669234
9343.495195783133,2112.056641695597,122.03066390041494
9335.301400602411,2116.0478713685366,123.3654060462359
9323.953644578312,2121.0137036360316,124.64142857142856
9310.850075301205,2125.8031792435595,125.83388855957321
9298.429322289157,2130.50911748584,127.1381416716064
9287.08156626506,2135.7626895669655,128.36447836395968
9272.774939759036,2142.148657043669,129.5716182572614
9260.484246987951,2147.040233875389,130.97185536455245
9248.746310240964,2151.7183263292527,132.21400118553646
9236.260527108432,2157.352457518729,133.5419679905157
9223.904804216867,2162.568901881966,134.78185536455246
9211.451536144577,2168.759948839759,136.10643449911086
9198.67311746988,2174.94171386808,137.4050414937759
9187.943147590362,2179.6198063219445,138.64831653823353
9177.018087349397,2185.2353736524765,140.01806461173683
9164.467274096385,2190.3218710031065,141.33925607587435
9151.883945783131,2195.4919057189845,142.6830320094843
9142.129427710843,2201.5065960168104,143.9669590989923
9129.025858433735,2207.1685729947017,145.30847658565503
9115.206957831326,2213.5731043303495,146.60821280379372
9109.874487951807,2217.5643340032893,148.04684350918788
9095.372771084338,2222.790060295999,149.32399525785416
9086.171009036143,2229.510177233693,150.6971310017783
9075.1809186747,2234.7730312442905,151.84780972139893
9060.646686746988,2241.214690297826,153.30112033195022
9050.079292168673,2245.9670381874657,154.57149673977474
9041.332740963855,2253.281198611365,156.10159454653228
9026.798509036145,2259.230915402887,157.30082987551867
9016.296144578313,2264.883610451307,158.67283639596917
9003.810361445783,2269.988671660881,160.010966212211
8991.519668674699,2276.866581399598,161.37280972139894
8978.74125,2281.9716426091727,162.61721398933017
8965.117439759035,2288.2276630732695,163.96324836988737
8955.785617469879,2293.2863146354834,165.3420302311796
8942.909653614457,2299.20818563859,166.66548014226436
8932.829984939759,2305.4642061026866,168.03071132187313
8921.449713855422,2310.8941348437793,169.28414937759337
8910.94734939759,2316.3890370911754,170.71261707172494
8897.518629518072,2322.988488945734,172.09817427385892
8885.813207831327,2328.2327790973877,173.4317871962063
8876.676475903614,2334.8507948108904,174.71571428571428
8862.987635542167,2340.3178512698705,176.08772080616478
8853.785873493976,2346.2211584140327,177.43375518672198
8842.925843373494,2351.521140142518,178.73800829875518
8834.471927710842,2359.4107801936784,180.27601066982805
8824.554834337348,2365.267677690481,181.38264967397748
8811.613840361446,2372.1641512881424,182.84838174273858
8802.932319277108,2377.2784944271884,184.09843212803793
8795.55140060241,2384.4812716974243,185.5619057498518
8780.269322289156,2389.7162799196058,186.76904564315353
8769.864503012048,2396.2971679152206,188.13201837581505
8761.995858433736,2402.4696510140698,189.49273266152935
8747.461626506023,2409.1619221633478,190.8410254890338
8735.91878012048,2414.8424630001828,192.19496443390634
8724.245873493976,2420.4394664717706,193.52067279193835
8714.94656626506,2427.827882331446,194.93446058091288
8702.330722891566,2433.2299652841225,196.20257854179016
8691.69829819277,2440.302795541751,197.49215174866626
8681.84623493976,2446.818710031062,198.98724362774158
8672.059201807228,2453.6502101224196,200.37505927682275
8662.694864457831,2459.572081125526,201.64656490812092
8651.054472891565,2466.087995614837,202.9654979253112
8645.104216867468,2472.557500456788,204.3578304682869
8631.512921686746,2479.5003837018094,205.71064018968585
8620.392771084336,2485.68214873013,207.03634854771784
8609.630286144577,2491.418381143797,208.44561944279786
8596.721807228916,2498.1292161520196,209.85376111440425
8588.78813253012,2505.0535355380966,211.1659187907528
8576.790075301204,2511.48591266216,212.42500296384114
8567.328192771083,2518.3731043303496,214.0330171902786
8558.158945783132,2524.1186186734885,215.2548369887374
8543.364593373493,2531.8040562762653,216.64491108476585
8536.178765060242,2537.6609537730683,218.0553112033195
8527.139578313254,2544.7894756075284,219.4882957913456
8516.377093373492,2552.252146902979,220.86256075874334
8509.548930722893,2558.1832998355567,222.07986366330766
8498.916506024096,2566.425653206651,223.69578245406043
8487.373659638553,2572.421779645533,224.9198606994665
8476.44859939759,2579.151178512699,226.3020302311796
8466.564021084338,2586.42821121871,227.8084143449911
8459.60579819277,2593.055508861685,229.14202726733845
8448.550677710842,2600.0169559656497,230.47564018968583
8438.698614457831,2607.3496802484933,231.94588915234144
8429.204216867469,2613.809903160972,233.36080616478955
8418.539277108433,2621.5974419879412,234.7610432720806
8407.321581325301,2628.651708386626,236.08449318316542
8400.91611445783,2635.0469577928015,237.58748962655602
8391.291656626505,2642.4353736524763,238.9482039122703
8381.34204819277,2648.626420610269,240.23777711914641
8371.262379518072,2657.1101041476345,241.80739774748074
8361.182710843374,2663.4775077653944,243.10826318909307
8350.680346385541,2670.1976247030884,244.54689389448725
8342.226430722892,2677.5674767038195,245.92906342620034
8335.43078313253,2684.9558925634938,247.4569027860107
8325.578719879517,2692.177233692674,248.71372851215176
8314.881265060241,2699.66775077654,250.10267338470658
8306.719984939758,2707.148985930934,251.70729994072315
8297.778343373493,2714.128996893843,252.96751333728514
8283.601777108433,2721.294646446191,254.35871665678718
8280.740451807227,2728.0704549607167,255.9068820391227
8268.482274096385,2735.8579937876852,257.249528749259
8258.922846385542,2742.53170107802,258.5549110847659
8249.721084337349,2750.8854376027775,260.1200148192057
8238.243268072289,2757.1136122784583,261.5755838767042
8230.992409638553,2764.362799196054,262.97356253704805
8219.026867469878,2772.7629453681716,264.4607498518079
8213.369246987952,2779.7058286131924,265.90276822762297
8202.119036144577,2786.6858395761014,267.228476585655
8189.958403614457,2795.243778549242,268.679528749259
8183.3253313253,2801.546208660698,270.22204801422646
8172.985542168675,2809.231646263476,271.6301896858329
8161.800361445782,2815.9703270601135,273.01800533491405
8157.8985542168675,2823.9806321944093,274.6869976289271
8145.770436746988,2831.1184359583417,275.94382335506816
8137.251490963854,2840.075497898776,277.37003260225254
8128.244819277109,2846.442901516536,278.83802311796086
8117.644909638553,2853.6549607162437,280.34327800829874
8108.1505120481925,2861.052658505391,281.79884706579725
8102.167740963855,2869.1465010049337,283.33120331950204
8092.900948795181,2876.024410743651,284.73595732068765
8082.268524096385,2885.018600401974,286.09893005334914
8072.774126506023,2891.683025762836,287.6979104919976
8063.89751506024,2898.291759546867,289.1263781861292
8053.590240963855,2906.4969852000736,290.61356550088914
8046.079262048192,2914.1267312260193,292.077039122703
8038.568283132529,2921.301662707839,293.59358624777707
8026.342620481928,2929.8410378220356,295.0254416123296
8020.847575301204,2934.843997807419,296.54763485477173
8009.2396987951815,2943.6618308057746,298.0506312981624
8002.216445783131,2950.9481454412576,299.4892620035566
7995.225707831325,2958.262305865157,301.11760225251925
7984.853403614457,2966.1426639868446,302.5618790752816
7978.155301204818,2973.4104147633843,303.9756668642561
7966.482394578312,2981.6527681344787,305.51818612922347
7957.995963855422,2989.217540654121,306.8348606994665
7947.265993975902,2997.3577928010236,308.4643301719028
7943.8193975903605,3004.42134112918,310.0542768227623
7935.00781626506,3011.6798099762477,311.44886781268525
7924.277846385542,3020.358414032524,312.9789656194428
7918.555195783132,3027.022839393386,314.4255008891523
7906.524623493975,3035.6643157317744,315.9928630705394
7900.054126506024,3043.7303124429022,317.4235892116182
7892.998358433735,3050.4411474511244,318.96046235921756
7882.138328313253,3059.351799744199,320.4747510373444
7874.237168674698,3065.8677142335105,321.92128630705395
7863.864864457831,3074.8433400328895,323.5439804386485
7853.817710843374,3081.461355746392,324.90695317131
7846.696912650602,3090.4555454047145,326.47318612922345
7836.357123493975,3098.456568609538,327.9739241256668
7829.3989006024085,3105.3808879956155,329.44078541790157
7820.034563253012,3113.047761739449,331.09058091286306
7811.710707831324,3121.4479079115663,332.52356550088916
7803.289307228915,3129.6716974237165,334.0265619442798
7793.274668674698,3137.7191302759,335.6289300533491
7785.828719879518,3145.2467750776545,337.10030823947835
7778.317740963855,3153.5355380961087,338.70832246591584
7772.465030120482,3161.5272793714603,340.14695317131003
7761.800090361446,3169.138461538462,341.7368998221695
7754.971927710843,3176.6475424812725,343.32232957913453
7745.379984939758,3184.9641512881426,344.7858032009484
7734.845105421686,3193.419989037092,346.31138411381147
7730.553117469879,3200.010158962178,347.8245435684647
7718.78266566265,3208.419587063768,349.40206876111444
7711.759412650602,3216.2906632559843,350.94345880260823
7704.63861445783,3224.904293805957,352.50065797273265
7694.331340361446,3232.1627626530244,353.96751926496745
7685.974969879518,3239.968865338937,355.3971161825726
7678.073810240963,3248.888799561484,357.1812892708951
7671.57079819277,3256.0730129727763,358.6639596917605
7663.539578313253,3264.9372556184912,360.0992027267339
7657.394231927711,3272.799049881236,361.8111055127445
7646.1440210843375,3280.261721176686,363.26893301719025
7637.950225903614,3288.401973323589,364.7798340248963
7632.455180722892,3297.4425726292716,366.5109336099585
7622.96078313253,3305.2208295267683,367.8456757557795
7618.6362801204805,3313.082623789513,369.51128037937167
7607.386069277107,3322.141786954139,371.15317131001774
7601.630903614458,3329.3816919422625,372.6166449318317
7592.656746987951,3338.5615201900246,374.284508002371
7584.17031626506,3346.3769048054087,375.77056609365735
7577.569759036144,3354.1365978439617,377.32663604030824
7568.725662650602,3362.796638041294,379.0916123295791
7560.791987951807,3370.2964370546324,380.5008832246592
7553.866280120481,3378.8172483098856,382.1924599881446
7544.209307228915,3387.375187283026,383.78466508595136
7534.6823945783135,3395.6082587246487,385.338476585655
7528.114352409638,3403.729947012608,386.9622999407232
7519.75798192771,3412.241476338389,388.56692649673977
7511.174006024095,3420.8922346062495,390.20768820391226
7503.370391566264,3428.336342042756,391.8586129223474
7494.396234939758,3437.0242280285042,393.43162122110255
7485.519623493977,3445.6471405079483,395.02721398933016
7477.683493975903,3454.8640964735982,396.7154030823948
7469.9774246987945,3461.630623058652,398.32228808535865
7462.8566265060235,3469.6687739813638,399.9980557202134
7453.2971987951805,3479.359108350083,401.6591434499111
7449.4604216867465,3486.988854376028,403.24118553645525
7436.031701807228,3495.4539740544496,404.9124362774155
7431.349533132529,3504.4481637127724,406.59272080616483
7422.310346385541,3512.8111821670022,408.28542679312386
7415.059487951807,3520.8678969486577,409.9194131594547
7407.646054216867,3529.2030696144716,411.5421072910492
7400.557771084337,3537.7981363055005,413.2788529934795
7389.567680722891,3547.553444180523,414.93994072317724
7383.649939759036,3555.2295998538284,416.58070243034973
7374.675783132529,3563.0913941165727,418.2203349140486
7365.799171686747,3572.995212863147,420.1287225844695
7360.17406626506,3580.28152749863,421.6226852400711
7351.947756024097,3589.5634569705835,423.33345880260816
7344.014081325302,3597.9543212132294,425.12892412566686
7333.381656626506,3605.8161154759737,426.74032602252515
7328.049186746987,3615.5157317741646,428.5244991108476
7318.132093373494,3624.212899689385,430.12460877296974
7312.637048192771,3632.3160241184,431.8523206876111
7305.256129518071,3640.7068883610455,433.62858921161825
7293.940888554217,3649.1163164626355,435.23434499110846
7290.949503012048,3658.7138315366346,437.0264226437463
7277.618328313253,3666.7612643888183,438.7722021339656
7271.993222891566,3675.541969669286,440.43103141671605
7262.563855421687,3684.062780924539,442.2253675163011
7255.085391566265,3691.655399232597,443.8378986366331
7249.135135542168,3700.974456422438,445.760966212211
7240.09594879518,3709.2817832998358,447.35317131001773
7231.577003012048,3718.684377854925,449.06620331950205
7223.123087349397,3726.555454047141,450.88086544161234
7213.628689759035,3735.0855472318663,452.66165085951394
7209.04406626506,3743.5042572629272,454.3916212211025
7201.435542168674,3752.099323953956,456.10465323058685
7194.965045180723,3760.4159327608263,457.8560788381743
7189.8601807228915,3769.5586332907005,459.7204267931239
7178.349849397589,3778.3857482185276,461.41764967397745
7173.114924698795,3785.662780924539,463.10132187314764
7163.360406626505,3794.406358487119,464.9656698280972
7158.905843373494,3802.732249223461,466.72951689389447
7152.37031626506,3811.5872099397047,468.4481950207469
7145.477123493975,3819.198392106706,470.17139004149374
7136.535481927711,3828.0904805408377,472.0515471250741
7128.179111445783,3835.9337109446383,473.7103764078245
7121.741129518072,3844.7793897314095,475.42905453467694
7114.782906626505,3853.142408185639,477.2967901600474
7109.840617469879,3860.7628722821128,479.0820924718435
7103.565210843372,3868.745331627993,480.7691523414345
7097.517409638554,3876.996966928559,482.535257854179
7086.202168674698,3885.6848529143076,484.45155008891527
7081.324909638553,3892.590608441441,486.06859810314165
7074.204111445783,3901.04644619039,487.8640634262004
7067.148343373494,3909.0381874657414,489.7216360403082
7059.572334337349,3917.0484926000368,491.42563426200354
7054.434954819277,3924.1120409281934,493.16689685832836
7045.655888554216,3932.6142883245025,494.98494665085957
7040.095813253011,3939.603581216883,496.7578275044458
7034.0480120481925,3948.7555636762286,498.6199170124482
7024.716189759036,3956.524538644255,500.2968138707766
7021.041987951807,3963.5973689018833,502.17584173088323
7009.824292168675,3972.508021194958,503.89000296384114
7006.605301204819,3979.868591266217,505.7227326615294
6996.623177710842,3987.6097204458256,507.467382928275
6992.981490963855,3995.490078567514,509.3023710729105
6989.274774096385,4003.4818198428657,511.13058387670424
6982.804277108433,4010.304038004751,512.7329519857735
6977.049111445782,4018.4164443632376,514.7723295791345
6968.1725,4026.612388086973,516.4447095435685
6966.351656626506,4033.58311712041,518.210815056313
6956.857259036145,4041.482039101042,520.0661292234737
6953.735813253012,4048.9911200438523,521.8570776526377
6949.248734939758,4057.1313721907554,523.6265708358032
6942.875783132529,4064.5940434862055,525.4412329579135
6937.315707831325,4071.0635483281567,527.3405868405454
6930.227424698795,4079.7050246665453,528.9169828097214
6929.674668674699,4087.130568244108,530.8581179608773
6924.30968373494,4095.252256532067,532.7213366923534
6919.204819277108,4102.325086789696,534.4219472436276
6913.9048644578315,4109.778476155674,536.2433847065797
6905.873644578312,4116.053060478714,538.1032157676349
6901.289021084337,4124.016955965651,539.944979253112
6895.696430722891,4130.764918691761,541.6489774748073
6893.257801204818,4137.364370546319,543.5234884410196
6885.87688253012,4146.080102320483,545.3437966804979
6881.649924698794,4152.846628905537,547.1042560758743
6874.399066265059,4159.408953042209,549.0329697688204
6870.302168674699,4166.463219440892,550.7098666271488
6865.457424698795,4173.563895486936,552.5640515708359
6863.701611445783,4180.980157135027,554.441950207469
6859.279563253012,4187.867348803216,556.236286307054
6854.857515060241,4195.097971861868,558.039656194428
6852.386370481928,4201.910908094282,559.8723858921162
6843.249638554216,4209.197222729766,561.7254416123296
6839.868072289157,4215.5089347706935,563.5355868405453
6838.95765060241,4223.4171386807975,565.340085951393
6833.2024849397585,4230.248638772155,567.1140960284529
6832.357093373494,4237.21008587612,568.9976407824541
6824.846114457831,4243.828101589623,570.819078245406
6823.512996987952,4250.093403983191,572.6145435684647
6818.603222891566,4256.962031792436,574.4755038529935
6816.132078313252,4263.68214873013,576.3500148192057
6813.01063253012,4269.836067970035,578.1296710136337
6809.791641566264,4277.5586332907005,579.9556253704801
6807.743192771083,4283.369121140144,581.7725459395376
6801.305210843374,4290.302722455692,583.5917249555423
6798.118734939759,4296.697971861869,585.4741404860699
6797.17579819277,4303.269577928011,587.2368583283936
6792.72123493976,4309.906157500458,589.1418583283936
6790.73781626506,4316.607710579207,590.9113515115589
6785.3728313253005,4322.956550338024,592.7971547125074
6783.096777108432,4328.989804494793,594.63440130409
6777.861852409638,4336.211145623973,596.441158861885
6777.2115512048185,4341.891686460808,598.3201867219917
6774.87046686747,4348.259090078569,600.0829045643153
6770.383388554216,4355.06274438151,602.0229104919975
6769.14781626506,4360.947487666728,603.7799822169532
6767.034337349397,4367.101406906633,605.6477178423237
6762.189593373493,4373.626603325416,607.4781890930645
6760.563840361445,4378.648127169743,609.3380201541198
6758.645451807228,4385.748803215787,611.1865589804386
6758.840542168674,4391.679956148365,613.0463900414939
6756.109277108434,4397.917412753518,614.8678275044458
6752.66268072289,4404.5168646080765,616.7321754593954
6751.62219879518,4410.058176502833,618.638304682869
6745.054156626506,4415.905792070163,620.4473206876112
6746.062123493975,4422.338169194228,622.3240901007706
6744.826551204819,4428.445678786772,624.117296976882
6741.965225903614,4434.191193129911,626.1160225251926
6739.494081325301,4439.667531518364,627.8301837581506
6737.705753012047,4445.431609720446,629.7329253112033
6733.966521084337,4451.381326511969,631.5814641375223
6732.8610090361435,4457.293915585603,633.5485714285714
6728.634051204818,4462.241183994154,635.347424422051
6730.747530120482,4468.218746574092,637.1937048014225
6729.121777108433,4474.7717887812905,639.0185299347955
6725.447575301205,4480.313100676047,641.0059632483699
6724.146972891566,4485.752311346611,642.7393212803793
6723.26906626506,4490.820244838298,644.6861025489032
6717.969111445783,4496.194482002558,646.5097984588025
6720.310195783132,4502.292709665632,648.4057646710137
6715.920662650602,4508.093915585602,650.3570628334321
6718.19671686747,4512.929800840491,652.1288144635447
6714.750120481926,4519.399305682442,653.9897747480735
6712.409036144578,4524.058834277363,656.0618998221695
6710.555677710844,4528.606979718619,657.7579934795494
6706.979021084338,4534.974383336379,659.7228423236514
6704.637936746987,4540.227955417505,661.6075163011262
6704.7029668674695,4545.045276813448,663.5034825133373
6701.028765060241,4549.704805408369,665.4209039715471
6701.191340361445,4556.081490955601,667.2717012448134
6698.557620481927,4561.149424447288,669.1168524007113
6695.6637801204815,4566.263767586334,671.0737966804978
6696.24905120482,4570.505609355016,672.9731505631298
6690.331310240963,4575.601388635119,674.907510373444
6690.9165813253,4581.467568061393,676.8283195020747
6690.55891566265,4586.145660515258,678.6328186129223
